user_id,city,age
25492,ст. Котлас,65
25493,д. Асино,62
25494,п. Таганрог,42
25495,п. Шатура,60
25496,с. Майкоп,46
25497,г. Кырен,45
25498,п. Северобайкальск,51
25499,клх Ставрополь,48
25500,г. Урюпинск,38
25501,к. Эльбрус,37
25502,к. Терскол,23
25503,к. Кировск (Ленин.),21
25504,г. Шадринск,23
25505,к. Магас,33
25506,г. Балашиха,63
25507,п. Белорецк,19
25508,п. Магас,63
25509,п. Самара,37
25510,д. Ясный (Оренб.),43
25511,д. Сосьва (Хант.),20
25512,п. Колпашево,44
25513,к. Алексин,43
25514,ст. Шаховская,25
25515,п. Яшалта,41
25516,с. Данков,32
25517,клх Поярково,48
25518,с. Сладково,23
25519,ст. Елабуга,43
25520,д. Раменское,60
25521,ст. Двинской,60
25522,д. Агата,54
25523,п. Псебай,33
25524,г. Североуральск,47
25525,п. Железногорск(Курск.),33
25526,клх Змеиногорск,60
25527,с. Вендинга,45
25528,д. Шали,63
25529,с. Котельнич,22
25530,г. Катав-Ивановск,48
25531,к. Красноярск,56
25532,г. Борзя,44
25533,д. Биробиджан,61
25534,"п. Москва, МГУ",61
25535,п. Вытегра,28
25536,п. Сибай,27
25537,ст. Алексин,34
25538,д. Соль-Илецк,38
25539,г. Салехард,59
25540,п. Петрозаводск,27
25541,клх Кострома,20
25542,к. Темрюк,26
25543,г. Якутск,33
25544,п. Данков,19
25545,ст. Юровск,48
25546,д. Мостовской,19
25547,г. Бронницы,33
25548,к. Данков,20
25549,г. Хатанга,26
25550,клх Сарапул,30
25551,п. Луга,50
25552,клх Шенкурск,58
25553,клх Поронайск,24
25554,ст. Нефтеюганск,64
25555,к. Касимов,54
25556,с. Дмитров,41
25557,к. Моздок,29
25558,п. Тура,64
25559,к. Тула,53
25560,клх Тамбов,65
25561,д. Стерлитамак,42
25562,клх Катав-Ивановск,40
25563,г. Железногорск(Курск.),20
25564,ст. Качканар,46
25565,с. Пятигорск,30
25566,с. Бомнак,50
25567,д. Корсаков,21
25568,г. Тюмень,47
25569,г. Клин,26
25570,п. Смирных,29
25571,д. Серебряные Пруды,38
25572,д. Белый Яр (Томск.),60
25573,д. Чусовой,44
25574,д. Набережные Челны,38
25575,д. Осташков,26
25576,д. Владивосток,33
25577,с. Лабытнанги,51
25578,г. Черский,54
25579,д. Орел,34
25580,г. Казань,32
25581,клх Киржач,35
25582,д. Лесной (Сверд.),61
25583,клх Тихорецк,59
25584,с. Майкоп,34
25585,ст. Саранск,21
25586,п. Черкесск,38
25587,с. Североморск,21
25588,к. Брянск,35
25589,п. Биробиджан,38
25590,д. Белокуриха,55
25591,п. Муравленко,40
25592,с. Стерлитамак,61
25593,с. Ржев,25
25594,клх Диксон,51
25595,д. Яшалта,46
25596,д. Екатеринбург,28
25597,ст. Сальск,31
25598,п. Каменномостский,64
25599,д. Нефтеюганск,50
25600,клх Диксон,26
25601,д. Гагарин,46
25602,г. Верхотурье,19
25603,с. Вытегра,42
25604,п. Шамары,19
25605,клх Щельяюр,43
25606,клх Нурлат,59
25607,д. Верхний Тагил,64
25608,ст. Славгород,61
25609,к. Бузулук,52
25610,с. Усть-Кут,55
25611,с. Сусуман,22
25612,п. Сунтар,62
25613,ст. Архангельск,40
25614,к. Яр-Сале,36
25615,г. Терней,54
25616,с. Тында,46
25617,п. Курильск,41
25618,г. Тайшет,44
25619,клх Старый Оскол,29
25620,г. Колпашево,58
25621,п. Серов,22
25622,п. Новомосковск,25
25623,к. Оса,27
25624,с. Кропоткин (Краснод.),59
25625,п. Чермоз,27
25626,клх Великие Луки,35
25627,г. Челябинск,60
25628,ст. Усинск,60
25629,к. Саянск,50
25630,п. Баргузин,50
25631,клх Тарко-Сале,41
25632,г. Снежногорск (Мурм.),43
25633,к. Ардон,58
25634,п. Октябрьское (Хант.),28
25635,д. Саров (Морд.),46
25636,д. Пушкин,28
25637,п. Ноглики,55
25638,п. Нурлат,31
25639,д. Териберка,43
25640,с. Гремячинск (Перм.),20
25641,с. Кош-Агач,28
25642,к. Когалым,47
25643,к. Чулым,36
25644,к. Лабинск,32
25645,клх Тикси,37
25646,к. Юрьевец (Иван.),42
25647,с. Кашира,59
25648,с. Тымовское,44
25649,ст. Калевала,44
25650,ст. Домбай,49
25651,с. Торжок,44
25652,г. Обнинск,28
25653,клх Каргасок,57
25654,п. Курильск,65
25655,к. Руза,63
25656,ст. Оленегорск (Якут.),24
25657,с. Чебаркуль,35
25658,ст. Видное,42
25659,г. Ржев,52
25660,с. Ясный (Оренб.),49
25661,п. Тында,50
25662,ст. Сузун,41
25663,д. Канск,46
25664,п. Горячинск,22
25665,к. Юрьев-Польский,61
25666,к. Александровск-Сахалинский,45
25667,ст. Бугульма,63
25668,с. Тобольск,65
25669,г. Домбай,26
25670,п. Осташков,47
25671,клх Глазов,62
25672,д. Абинск,24
25673,г. Рязань,61
25674,с. Краснокамск,29
25675,д. Мезень,53
25676,клх Касимов,26
25677,клх Калач,63
25678,г. Волоколамск,40
25679,д. Невельск,57
25680,к. Арзамас,35
25681,к. Тверь,19
25682,клх Ревда (Сверд.),64
25683,ст. Иркутск,39
25684,к. Салават,36
25685,с. Горячинск,19
25686,д. Холмск,62
25687,клх Шатура,55
25688,к. Серебряные Пруды,26
25689,с. Чулым,38
25690,г. Ростов,31
25691,с. Ханты-Мансийск,32
25692,п. Кижи,44
25693,клх Чикола,26
25694,п. Красногорск (Моск.),57
25695,г. Калачинск,64
25696,клх Гагарин,21
25697,п. Клин,45
25698,к. Красновишерск,19
25699,д. Калач-на-Дону,19
25700,к. Щельяюр,30
25701,клх Лабинск,31
25702,клх Шатой,65
25703,к. Всеволожск,36
25704,ст. Тотьма,55
25705,клх Лодейное Поле,35
25706,к. Нурлат,37
25707,к. Нарткала,64
25708,ст. Находка,61
25709,д. Ульяновск,26
25710,г. Вологда,64
25711,клх Рыльск,20
25712,д. Верхнее Пенжино,64
25713,клх Яр-Сале,33
25714,к. Сладково,31
25715,с. Невинномысск,28
25716,с. Россошь,28
25717,клх Элиста,56
25718,с. Россошь,37
25719,д. Каспийск,46
25720,г. Нефтекамск,62
25721,с. Серов,38
25722,к. Жуковский,53
25723,д. Геленджик,52
25724,клх Серебряные Пруды,30
25725,п. Новый Оскол,42
25726,клх Пятигорск,27
25727,г. Глазов,62
25728,ст. Дербент,55
25729,к. Прохладный,43
25730,г. Шереметьево,50
25731,с. Верхний Тагил,49
25732,с. Сосногорск,35
25733,ст. Северодвинск,60
25734,п. Тотьма,37
25735,к. Черский,63
25736,п. Железногорск(Курск.),26
25737,к. Любань,27
25738,д. Александров Гай,62
25739,д. Партизанск,35
25740,п. Усть-Кулом,40
25741,д. Луховицы,58
25742,к. Амдерма,30
25743,с. Каменск-Шахтинский,24
25744,с. Агинское (Забайк.),36
25745,г. Плесецк,49
25746,ст. Балашиха,36
25747,ст. Устюжна,51
25748,д. Гудермес,49
25749,клх Невьянск,53
25750,к. Уфа,39
25751,клх Нягань,54
25752,г. Урус-Мартан,19
25753,д. Аршан (Бурят.),35
25754,с. Сортавала,25
25755,г. Усть-Калманка,42
25756,г. Устюжна,41
25757,п. Кисловодск,31
25758,с. Лагань,18
25759,п. Нефедова,36
25760,д. Кирово-Чепецк,31
25761,г. Устюжна,56
25762,к. Амурск,51
25763,к. Чебаркуль,35
25764,п. Лазаревское,56
25765,д. Ногинск (Моск.),54
25766,ст. Моздок,31
25767,ст. Катайск,61
25768,к. Ростов-на-Дону,54
25769,п. Усть-Баргузин,61
25770,д. Черемхово,60
25771,г. Саянск,45
25772,клх Змеиногорск,24
25773,д. Шали,25
25774,с. Юрьев-Польский,33
25775,г. Воскресенск,42
25776,д. Салават,28
25777,д. Калач,47
25778,с. Тутончаны,50
25779,клх Нижневартовск,42
25780,ст. Верхотурье,38
25781,с. Дно,33
25782,клх Шатой,56
25783,д. Суздаль,27
25784,п. Льгов,18
25785,ст. Баргузин,29
25786,к. Яшкуль,36
25787,к. Теберда,31
25788,клх Терней,33
25789,п. Новороссийск,19
25790,с. Тында,35
25791,клх Темрюк,31
25792,к. Каспийск,59
25793,к. Псебай,36
25794,ст. Бреды,41
25795,д. Сургут (Хант.),28
25796,ст. Губаха,58
25797,д. Шарья,56
25798,г. Славгород,47
25799,клх Верхнее Пенжино,44
25800,г. Комсомольск-на-Амуре,20
25801,клх Гагарин,54
25802,г. Магас,44
25803,д. Красноуральск,59
25804,д. Краснотурьинск,54
25805,ст. Тутончаны,65
25806,к. Соль-Илецк,33
25807,д. Енисейск,38
25808,к. Усть-Илимск,35
25809,к. Апрелевка,34
25810,к. Воронеж,64
25811,к. Великий Устюг,48
25812,д. Кущевская,55
25813,г. Терскол,43
25814,клх Тюмень,20
25815,г. Карпинск,64
25816,п. Кудымкар,57
25817,ст. Углегорск,32
25818,к. Черемхово,44
25819,клх Бомнак,64
25820,клх Элиста,25
25821,ст. Азов (Рост.),19
25822,к. Норильск,41
25823,д. Моршанск,52
25824,ст. Воркута,51
25825,п. Кизел,35
25826,п. Морозовск,55
25827,клх Александров,19
25828,ст. Кинешма,38
25829,г. Тавда,37
25830,г. Волгодонск,57
25831,с. Нижний Тагил,20
25832,клх Батайск,20
25833,п. Руза,62
25834,к. Невьянск,24
25835,с. Тулпан,50
25836,с. Луга,31
25837,ст. Старая Русса,34
25838,ст. Сузун,57
25839,с. Морозовск,49
25840,с. Новый Оскол,25
25841,с. Калязин,26
25842,с. Рязань,28
25843,г. Яр-Сале,29
25844,с. Моршанск,49
25845,ст. Старый Оскол,46
25846,г. Волгоград,52
25847,клх Балтийск,62
25848,ст. Пышма,25
25849,ст. Тутончаны,48
25850,п. Усть-Кулом,36
25851,ст. Ревда (Сверд.),56
25852,к. Саратов,33
25853,г. Урюпинск,47
25854,п. Шахты,24
25855,ст. Раменское,37
25856,ст. Нефедова,33
25857,ст. Мценск,64
25858,п. Калевала,50
25859,ст. Кизляр,56
25860,к. Королев,64
25861,г. Оса,18
25862,ст. Гагарин,42
25863,ст. Токсово,47
25864,ст. Норильск,64
25865,д. Челябинск,46
25866,ст. Голицыно,54
25867,п. Мураши,36
25868,п. Гагарин,42
25869,ст. Гремячинск (Бурят.),30
25870,клх Каменномостский,36
25871,п. Старый Оскол,49
25872,клх Пушкинские Горы,31
25873,с. Златоуст,27
25874,с. Камышлов,43
25875,д. Тымовское,40
25876,д. Щелково,33
25877,г. Камышин,47
25878,ст. Куртамыш,20
25879,п. Снежногорск (Мурм.),50
25880,к. Алагир,53
25881,с. Светлогорск (Калин.),32
25882,ст. Краснотурьинск,50
25883,д. Пушкинские Горы,40
25884,к. Кингисепп,50
25885,п. Сибай,37
25886,с. Невьянск,57
25887,ст. Ачинск,21
25888,клх Ершов,42
25889,с. Курчатов,28
25890,ст. Южноуральск,32
25891,клх Кинешма,59
25892,с. Находка,31
25893,ст. Жиганск,42
25894,к. Нягань,62
25895,д. Волгоград,51
25896,с. Алапаевск,41
25897,д. Каргополь,45
25898,с. Москва,50
25899,г. Ишим,34
25900,с. Рыльск,22
25901,к. Корсаков,28
25902,клх Курск,28
25903,д. Курганинск,50
25904,г. Апрелевка,47
25905,д. Анадырь,42
25906,ст. Троицко-Печорск,22
25907,д. Челябинск,40
25908,п. Слюдянка,37
25909,к. Мелеуз,44
25910,с. Лабытнанги,40
25911,ст. Якша,65
25912,г. Лабинск,32
25913,к. Северобайкальск,23
25914,ст. Рыльск,34
25915,с. Дагомыс,62
25916,п. Яшалта,62
25917,ст. Тавда,31
25918,п. Улан-Удэ,41
25919,ст. Усть-Камчатск,50
25920,с. Пятигорск,37
25921,г. Нижний Новгород,20
25922,г. Цимлянск,23
25923,п. Яхрома,29
25924,ст. Кирово-Чепецк,52
25925,клх Бугульма,18
25926,к. Темрюк,57
25927,п. Нурлат,30
25928,д. Плесецк,23
25929,клх Гусь-Хрустальный,22
25930,с. Дно,46
25931,к. Таганрог,47
25932,г. Амдерма,41
25933,с. Новочеркасск,20
25934,д. Александров,23
25935,г. Иркутск,65
25936,к. Таганрог,61
25937,клх Нарткала,31
25938,д. Норильск,38
25939,г. Анива,39
25940,п. Шатура,42
25941,клх Фатеж,51
25942,ст. Соловки,42
25943,с. Юрюзань,21
25944,г. Торжок,46
25945,ст. Углегорск,53
25946,к. Биробиджан,29
25947,клх Шерегеш,26
25948,г. Новомичуринск,54
25949,г. Бодайбо,56
25950,клх Избербаш,47
25951,п. Юрюзань,54
25952,д. Курган,64
25953,п. Радужный,26
25954,д. Советский,47
25955,д. Владивосток,49
25956,клх Когалым,51
25957,г. Урюпинск,36
25958,д. Барнаул,26
25959,к. Ярославль,24
25960,к. Вилюйск,47
25961,п. Звенигород,35
25962,с. Мичуринск,50
25963,ст. Ахтубинск,30
25964,к. Джубга,47
25965,п. Моршанск,48
25966,с. Сунтар,50
25967,ст. Мичуринск,64
25968,ст. Верхоянск,20
25969,д. Бреды,28
25970,п. Мурманск,26
25971,д. Верхотурье,38
25972,клх Новочеркасск,18
25973,п. Костомукша,39
25974,г. Ржев,43
25975,клх Ноябрьск,51
25976,клх Пышма,25
25977,г. Яшкуль,51
25978,г. Оймякон,37
25979,к. Назрань,19
25980,г. Невьянск,39
25981,г. Домбай,61
25982,с. Орск,35
25983,клх Магас,40
25984,к. Усть-Джегута,45
25985,г. Сыктывкар,23
25986,п. Калач-на-Дону,56
25987,к. Поронайск,20
25988,к. Новая Игирма,26
25989,ст. Меренга,34
25990,с. Кизилюрт,64
25991,д. Кулу,30
25992,п. Ногинск (Моск.),49
25993,клх Домодедово,21
25994,п. Яхрома,36
25995,ст. Нижневартовск,65
25996,ст. Сальск,25
25997,ст. Подольск,62
25998,к. Черусти,63
25999,к. Мичуринск,35
26000,ст. Шенкурск,20
26001,с. Амурск,31
26002,п. Калевала,42
26003,к. Казань,45
26004,д. Курск,58
26005,г. Зеленоград,36
26006,п. Катайск,43
26007,п. Асбест,29
26008,ст. Новый Оскол,46
26009,с. Владимир,30
26010,ст. Братск,33
26011,ст. Кашхатау,32
26012,к. Шатки,53
26013,п. Оймякон,62
26014,клх Беслан,35
26015,п. Катав-Ивановск,22
26016,к. Кетченеры,44
26017,с. Троицк (Моск.),59
26018,г. Нефтеюганск,63
26019,д. Ачинск,56
26020,к. Нефтеюганск,44
26021,ст. Курчатов,64
26022,г. Минеральные Воды,18
26023,п. Хабаровск,27
26024,клх Тарко-Сале,45
26025,г. Вуктыл,43
26026,клх Двинской,31
26027,п. Домодедово,48
26028,клх Оха,27
26029,с. Усть-Баргузин,47
26030,с. Ульяновск,33
26031,п. Камышлов,35
26032,к. Обоянь,25
26033,д. Ногинск (Моск.),28
26034,к. Чебаркуль,43
26035,с. Кизел,23
26036,д. Норильск,47
26037,д. Тымовское,23
26038,к. Новая Игирма,30
26039,с. Красногорск (Моск.),46
26040,д. Троицк (Челяб.),44
26041,к. Тихорецк,48
26042,ст. Оха,59
26043,г. Пушкин,38
26044,ст. Усть-Калманка,56
26045,д. Сорочинск,50
26046,с. Зарайск,32
26047,п. Данков,37
26048,д. Северо-Курильск,38
26049,п. Муром,38
26050,д. Сасово,65
26051,ст. Семлячики,21
26052,г. Клин,35
26053,клх Каменск-Уральский,53
26054,г. Краснокамск,53
26055,клх Новгород Великий,29
26056,с. Ачхой Мартан,39
26057,к. Тикси,55
26058,г. Луга,46
26059,п. Мураши,23
26060,клх Великий Устюг,24
26061,г. Орехово-Зуево,65
26062,клх Бузулук,28
26063,к. Оса,26
26064,клх Чусовой,56
26065,с. Диксон,52
26066,п. Саранск,27
26067,ст. Елатьма,44
26068,с. Усть-Ишим,47
26069,клх Алапаевск,29
26070,с. Бирск,42
26071,ст. Моршанск,49
26072,с. Владикавказ,59
26073,п. Серпухов,45
26074,п. Агинское (Забайк.),21
26075,с. Кедровый,25
26076,клх Светлогорск (Калин.),60
26077,г. Наро-Фоминск,63
26078,п. Ангарск,32
26079,с. Мыс Шмидта,23
26080,д. Кош-Агач,63
26081,к. Алдан,52
26082,клх Новый Оскол,57
26083,д. Абакан,50
26084,г. Добрянка,65
26085,к. Нарткала,64
26086,г. Рыльск,22
26087,с. Ребриха,63
26088,п. Невьянск,22
26089,д. Урай,50
26090,д. Юрюзань,50
26091,п. Кашхатау,48
26092,к. Каменномостский,53
26093,к. Ивдель,21
26094,клх Кинешма,46
26095,с. Саянск,57
26096,к. Забайкальск,52
26097,клх Череповец,19
26098,с. Бодайбо,46
26099,г. Новосибирск,33
26100,ст. Курильск,64
26101,п. Тотьма,64
26102,п. Шереметьево,49
26103,п. Азов (Рост.),49
26104,клх Рославль,46
26105,ст. Гусь-Хрустальный,36
26106,г. Серов,51
26107,п. Петушки,20
26108,г. Уренгой,37
26109,к. Усть-Камчатск,46
26110,клх Хасавюрт,56
26111,д. Находка,53
26112,клх Тура,38
26113,клх Ахтубинск,32
26114,к. Ростов-на-Дону,42
26115,к. Тавда,65
26116,г. Глазов,42
26117,ст. Тымовское,47
26118,с. Лагань,49
26119,п. Усть-Катав,37
26120,с. Санкт-Петербург,30
26121,ст. Неплюевка,51
26122,к. Сибай,58
26123,с. Сухиничи,27
26124,с. Шали,29
26125,к. Омск,25
26126,клх Славгород,21
26127,к. Тулпан,61
26128,г. Сосьва (Хант.),31
26129,г. Карталы,48
26130,ст. Северобайкальск,34
26131,к. Адыгейск,63
26132,д. Аргаяш,35
26133,ст. Нерчинск,46
26134,г. Кострома,26
26135,ст. Нарткала,44
26136,п. Тавда,65
26137,с. Дмитров,56
26138,клх Шилка,18
26139,п. Москва,29
26140,клх Пинега,21
26141,д. Орехово-Зуево,51
26142,г. Воскресенск,40
26143,ст. Яшкуль,31
26144,п. Малая Вишера,27
26145,г. Елец,61
26146,г. Ирбит,33
26147,к. Дзержинск,44
26148,с. Неплюевка,22
26149,с. Черский,62
26150,с. Оленек,61
26151,клх Волоколамск,51
26152,с. Северобайкальск,39
26153,клх Камышин,50
26154,клх Ялуторовск,22
26155,клх Белореченск,53
26156,к. Челюскин,35
26157,д. Рославль,49
26158,с. Нижний Тагил,43
26159,п. Кажим,63
26160,д. Байкальск,37
26161,п. Тихвин,47
26162,п. Нефтегорск (Самар.),21
26163,г. Уварово,52
26164,с. Черкесск,23
26165,г. Геленджик,18
26166,ст. Кущевская,40
26167,г. Южно-Сахалинск,63
26168,с. Юрьевец (Иван.),22
26169,г. Орехово-Зуево,48
26170,д. Сергиев Посад,47
26171,г. Сызрань,19
26172,д. Тымовское,34
26173,к. Нижневартовск,18
26174,клх Вологда,50
26175,клх Ревда (Сверд.),47
26176,клх Енисейск,63
26177,с. Мыс Шмидта,63
26178,ст. Сочи,34
26179,с. Новокузнецк,37
26180,к. Инта,40
26181,п. Киржач,35
26182,клх Ноябрьск,51
26183,ст. Славянск-на-Кубани,50
26184,к. Гаврилов-Ям,55
26185,ст. Заводоуковск,23
26186,клх Брянск,23
26187,д. Елец,41
26188,п. Внуково (метеост.),57
26189,с. Петропавловск-Камчатский,44
26190,клх Артем,18
26191,г. Бологое,48
26192,ст. Далматово,34
26193,к. Октябрьский (Башк.),43
26194,г. Советский,47
26195,г. Березники,41
26196,к. Дно,61
26197,к. Джубга,59
26198,г. Красноуральск,51
26199,клх Тырныауз,18
26200,к. Мелеуз,24
26201,с. Тулун,56
26202,ст. Ставрополь,18
26203,д. Шуя,52
26204,с. Мелеуз,48
26205,п. Анива,19
26206,ст. Чехов,65
26207,с. Неплюевка,46
26208,к. Прохладный,53
26209,п. Кирово-Чепецк,65
26210,д. Краснокамск,20
26211,"к. Москва, МГУ",45
26212,г. Дудинка,39
26213,г. Вендинга,64
26214,к. Тюмень,45
26215,ст. Домбай,25
26216,п. Усть-Илимск,59
26217,п. Асино,39
26218,с. Муравленко,37
26219,с. Черняховск,23
26220,д. Армавир,38
26221,клх Арзамас,48
26222,с. Обнинск,43
26223,к. Старая Русса,24
26224,клх Ялуторовск,64
26225,п. Шарья,27
26226,с. Териберка,37
26227,ст. Каневская,57
26228,д. Амдерма,56
26229,с. Пушкинские Горы,56
26230,с. Алдан,31
26231,клх Красногорск (Моск.),40
26232,п. Кирово-Чепецк,20
26233,с. Юрюзань,64
26234,г. Тавда,42
26235,д. Кулу,50
26236,п. Хасан,52
26237,д. Тында,47
26238,г. Череповец,35
26239,к. Гаврилов-Ям,21
26240,ст. Белокуриха,30
26241,клх Чикола,34
26242,д. Дагомыс,39
26243,п. Каменск-Уральский,51
26244,г. Нижневартовск,44
26245,д. Москва,32
26246,к. Александровск,51
26247,клх Златоуст,45
26248,г. Шамары,47
26249,ст. Сосновый Бор,55
26250,п. Карталы,28
26251,г. Серпухов,21
26252,ст. Мокшан,52
26253,с. Югорск,44
26254,д. Шамары,33
26255,ст. Кулу,31
26256,ст. Сладково,21
26257,п. Воронеж,19
26258,с. Аша,62
26259,п. Белоярский,19
26260,п. Нефтекамск,22
26261,п. Сеймчан,21
26262,п. Челябинск,51
26263,клх Темрюк,57
26264,д. Диксон,59
26265,к. Серпухов,39
26266,д. Уварово,21
26267,ст. Юрюзань,61
26268,к. Тихорецк,57
26269,клх Ачхой Мартан,47
26270,г. Калуга,33
26271,д. Пушкино (Моск.),34
26272,г. Ухта,41
26273,с. Надым,46
26274,п. Нарткала,30
26275,с. Лабинск,36
26276,к. Чокурдах,21
26277,ст. Иваново,18
26278,с. Каменск-Шахтинский,28
26279,д. Якша,28
26280,д. Верхотурье,34
26281,с. Урюпинск,44
26282,клх Лодейное Поле,48
26283,п. Томск,53
26284,с. Невельск,63
26285,с. Быково (метеост.),30
26286,с. Набережные Челны,51
26287,д. Чебоксары,56
26288,ст. Королев,22
26289,к. Углегорск,35
26290,г. Бологое,53
26291,п. Яр-Сале,50
26292,клх Соболево,32
26293,д. Надым,24
26294,с. Дзержинск,36
26295,г. Семлячики,21
26296,п. Тимашевск,57
26297,п. Геленджик,52
26298,с. Ярославль,35
26299,ст. Качканар,55
26300,клх Данков,51
26301,г. Ербогачен,64
26302,к. Петрозаводск,34
26303,г. Новгород Великий,29
26304,д. Сеймчан,21
26305,д. Салават,19
26306,г. Кашира,31
26307,клх Егорьевск,50
26308,ст. Игнашино,40
26309,д. Нижневартовск,35
26310,д. Новый Уренгой,56
26311,ст. Дзержинск,23
26312,д. Орехово-Зуево,26
26313,к. Онега,59
26314,к. Миасс,52
26315,п. Шали,57
26316,клх Гагарин,59
26317,к. Бомнак,30
26318,с. Новый Уренгой,63
26319,клх Серпухов,44
26320,с. Ребриха,22
26321,с. Старая Русса,19
26322,с. Поярково,45
26323,ст. Кашира,62
26324,д. Углич,27
26325,клх Углич,60
26326,к. Нерчинск,30
26327,клх Липецк,19
26328,г. Сарапул,48
26329,с. Адлер,49
26330,г. Пушкинские Горы,33
26331,д. Усть-Катав,24
26332,клх Нижневартовск,24
26333,с. Славянск-на-Кубани,29
26334,п. Ведено,60
26335,д. Пермь,43
26336,с. Голицыно,37
26337,п. Охотск,50
26338,д. Орехово-Зуево,48
26339,клх Апшеронск,37
26340,г. Усть-Илимск,30
26341,ст. Калачинск,62
26342,клх Гаврилов-Ям,27
26343,п. Серебряные Пруды,54
26344,к. Владикавказ,32
26345,г. Верещагино (Перм.),52
26346,ст. Ханты-Мансийск,48
26347,д. Голицыно,33
26348,клх Андреаполь,53
26349,клх Уэлен,52
26350,ст. Сальск,49
26351,к. Каменномостский,58
26352,г. Токма,27
26353,п. Печенга,54
26354,д. Смоленск,48
26355,п. Оленегорск (Якут.),55
26356,г. Бомнак,37
26357,г. Мокшан,41
26358,п. Ногинск (Моск.),42
26359,к. Сосновый Бор,30
26360,с. Ямбург,63
26361,д. Тикси,40
26362,с. Куртамыш,57
26363,к. Волгодонск,33
26364,п. Нижнеудинск,40
26365,с. Нижний Новгород,32
26366,г. Чебаркуль,61
26367,г. Ахтубинск,46
26368,п. Южноуральск,58
26369,д. Новгород Великий,37
26370,ст. Макушино,59
26371,п. Рыбинск,62
26372,д. Нефедова,32
26373,г. Тольятти,41
26374,с. Краснотурьинск,50
26375,к. Усть-Джегута,29
26376,с. Морозовск,64
26377,к. Забайкальск,49
26378,п. Норильск,59
26379,клх Шатой,59
26380,п. Ельня,60
26381,г. Оренбург,18
26382,д. Ярославль,45
26383,п. Гагарин,19
26384,с. Грозный,49
26385,к. Магнитогорск,35
26386,ст. Домодедово,34
26387,п. Кировск (Ленин.),40
26388,д. Терскол,18
26389,д. Охотск,41
26390,г. Сусуман,49
26391,п. Смоленск,58
26392,к. Анива,43
26393,ст. Сузун,42
26394,п. Добрянка,55
26395,г. Астрахань,53
26396,п. Усть-Камчатск,49
26397,п. Тында,51
26398,к. Мытищи,60
26399,клх Аргаяш,58
26400,клх Валдай,32
26401,г. Макаров,37
26402,с. Артем,30
26403,к. Лабинск,65
26404,ст. Бугульма,60
26405,с. Клин,36
26406,п. Амурск,63
26407,п. Светлогорск (Калин.),52
26408,ст. Усть-Калманка,28
26409,клх Солнечногорск,56
26410,д. Тобольск,32
26411,клх Смирных,37
26412,клх Верхнее Пенжино,40
26413,к. Петропавловск-Камчатский,36
26414,с. Ребриха,45
26415,г. Лазаревское,48
26416,с. Кандалакша,61
26417,г. Саров (Морд.),36
26418,с. Чехов,41
26419,ст. Партизанск,60
26420,д. Сосьва (Хант.),54
26421,к. Анадырь,46
26422,к. Тимашевск,25
26423,ст. Усть-Камчатск,62
26424,п. Усть-Джегута,41
26425,ст. Северобайкальск,22
26426,с. Урус-Мартан,58
26427,г. Мценск,46
26428,к. Россошь,39
26429,ст. Ноябрьск,22
26430,к. Добрянка,37
26431,г. Салехард,33
26432,д. Избербаш,59
26433,клх Ербогачен,30
26434,п. Кингисепп,33
26435,клх Завьялиха,28
26436,к. Беломорск,28
26437,д. Любань,65
26438,к. Обоянь,58
26439,г. Обнинск,29
26440,д. Щельяюр,64
26441,с. Курумкан,37
26442,ст. Усть-Камчатск,30
26443,с. Ардон,46
26444,п. Ростов,52
26445,к. Тверь,30
26446,к. Белый Яр (Томск.),40
26447,д. Губкинский,25
26448,г. Можайск,57
26449,п. Шенкурск,25
26450,к. Ульяновск,19
26451,г. Кетченеры,19
26452,клх Камышин,50
26453,с. Переславль-Залесский,43
26454,клх Ардон,56
26455,ст. Холмогоры,39
26456,к. Диксон,21
26457,к. Завьялиха,62
26458,к. Кущевская,47
26459,к. Адыгейск,54
26460,клх Раменское,18
26461,ст. Белорецк,42
26462,д. Клин,65
26463,с. Геленджик,53
26464,п. Рыбинск,28
26465,д. Медногорск,53
26466,д. Пятигорск,47
26467,г. Оленегорск (Якут.),49
26468,г. Жуковский,18
26469,ст. Избербаш,42
26470,г. Пушкино (Моск.),30
26471,п. Вендинга,22
26472,клх Омск,31
26473,к. Обнинск,24
26474,к. Ачхой Мартан,64
26475,п. Малгобек,33
26476,ст. Ейск,29
26477,д. Хатанга,28
26478,клх Шерегеш,40
26479,г. Наро-Фоминск,43
26480,г. Листвянка (Иркут.),27
26481,клх Новочеркасск,28
26482,клх Чебоксары,65
26483,к. Томари,65
26484,ст. Камышлов,47
26485,с. Магадан,33
26486,ст. Мончегорск,36
26487,ст. Радужный,57
26488,клх Нарткала,58
26489,клх Ставрополь,38
26490,д. Сыктывкар,61
26491,с. Кызыл,63
26492,с. Тура,34
26493,д. Муром,32
26494,клх Тотьма,26
26495,г. Шатой,18
26496,д. Воронеж,35
26497,клх Тулун,54
26498,п. Ельня,18
26499,ст. Королев,36
26500,п. Ноглики,55
26501,г. Соловки,48
26502,к. Октябрьское (Челяб.),37
26503,клх Волгоград,30
26504,к. Терней,62
26505,ст. Якутск,62
26506,ст. Кировск (Ленин.),27
26507,клх Завьялиха,61
26508,г. Печенга,64
26509,к. Калач,30
26510,ст. Россошь,58
26511,с. Гатчина,49
26512,г. Ельня,40
26513,клх Махачкала,58
26514,клх Льгов,60
